algorithm,instance,time
median 3,262,0.15000000
median 3 random,262,0.17000000
median 9,262,0.16000000
median 9 random,262,0.18000000
dual pivot,262,0.14000000
insertion,263,123.69000000
first,263,0.15000000
random,263,0.17000000
mid,263,0.15000000
median 3,263,0.15000000
median 3 random,263,0.18000000
median 9,263,0.15000000
median 9 random,263,0.18000000
dual pivot,263,0.14000000
insertion,264,123.38000000
first,264,0.15000000
random,264,0.16000000
mid,264,0.15000000
median 3,264,0.16000000
median 3 random,264,0.17000000
median 9,264,0.16000000
median 9 random,264,0.18000000
dual pivot,264,0.13000000
insertion,265,123.75000000
first,265,0.16000000
random,265,0.16000000
mid,265,0.15000000
median 3,265,0.15000000
median 3 random,265,0.18000000
median 9,265,0.15000000
median 9 random,265,0.18000000
dual pivot,265,0.14000000
insertion,266,122.53000000
first,266,0.16000000
random,266,0.16000000
mid,266,0.15000000
median 3,266,0.15000000
median 3 random,266,0.18000000
median 9,266,0.15000000
median 9 random,266,0.18000000
dual pivot,266,0.14000000
insertion,267,122.87000000
first,267,0.16000000
random,267,0.16000000
mid,267,0.15000000
median 3,267,0.15000000
median 3 random,267,0.17000000
median 9,267,0.15000000
median 9 random,267,0.18000000
dual pivot,267,0.14000000
insertion,268,122.87000000
first,268,0.16000000
random,268,0.16000000
mid,268,0.15000000
median 3,268,0.16000000
median 3 random,268,0.17000000
median 9,268,0.16000000
median 9 random,268,0.18000000
dual pivot,268,0.14000000
insertion,269,124.01000000
first,269,0.16000000
random,269,0.16000000
mid,269,0.15000000
median 3,269,0.15000000
median 3 random,269,0.18000000
median 9,269,0.16000000
median 9 random,269,0.18000000
dual pivot,269,0.13000000
insertion,270,123.36000000
first,270,0.16000000
random,270,0.16000000
mid,270,0.15000000
median 3,270,0.15000000
median 3 random,270,0.18000000
median 9,270,0.16000000
median 9 random,270,0.18000000
dual pivot,270,0.13000000
insertion,271,123.68000000
first,271,0.15000000
random,271,0.17000000
mid,271,0.15000000
median 3,271,0.15000000
median 3 random,271,0.17000000
median 9,271,0.16000000
median 9 random,271,0.18000000
dual pivot,271,0.14000000
insertion,272,123.63000000
first,272,0.16000000
random,272,0.16000000
mid,272,0.15000000
median 3,272,0.15000000
median 3 random,272,0.18000000
median 9,272,0.16000000
median 9 random,272,0.18000000
dual pivot,272,0.13000000
insertion,273,123.52000000
first,273,0.16000000
random,273,0.16000000
mid,273,0.15000000
median 3,273,0.16000000
median 3 random,273,0.17000000
median 9,273,0.16000000
median 9 random,273,0.18000000
dual pivot,273,0.14000000
insertion,274,122.86000000
first,274,0.16000000
random,274,0.16000000
mid,274,0.15000000
median 3,274,0.15000000
median 3 random,274,0.18000000
median 9,274,0.16000000
median 9 random,274,0.18000000
dual pivot,274,0.14000000
insertion,275,124.29000000
first,275,0.15000000
random,275,0.16000000
mid,275,0.16000000
median 3,275,0.15000000
median 3 random,275,0.17000000
median 9,275,0.16000000
median 9 random,275,0.18000000
dual pivot,275,0.14000000
insertion,276,123.74000000
first,276,0.15000000
random,276,0.16000000
mid,276,0.15000000
median 3,276,0.15000000
median 3 random,276,0.18000000
median 9,276,0.16000000
median 9 random,276,0.18000000
dual pivot,276,0.13000000
insertion,277,123.47000000
first,277,0.16000000
random,277,0.16000000
mid,277,0.15000000
median 3,277,0.15000000
median 3 random,277,0.18000000
median 9,277,0.16000000
median 9 random,277,0.18000000
dual pivot,277,0.13000000
insertion,278,124.01000000
first,278,0.16000000
random,278,0.16000000
mid,278,0.15000000
median 3,278,0.16000000
median 3 random,278,0.17000000
median 9,278,0.16000000
median 9 random,278,0.18000000
dual pivot,278,0.14000000
insertion,279,123.67000000
first,279,0.16000000
random,279,0.16000000
mid,279,0.15000000
median 3,279,0.15000000
median 3 random,279,0.18000000
median 9,279,0.16000000
median 9 random,279,0.18000000
dual pivot,279,0.14000000
insertion,280,123.28000000
first,280,0.16000000
random,280,0.16000000
mid,280,0.15000000
median 3,280,0.16000000
median 3 random,280,0.17000000
median 9,280,0.16000000
median 9 random,280,0.18000000
dual pivot,280,0.14000000
insertion,281,123.81000000
first,281,0.16000000
random,281,0.16000000
mid,281,0.15000000
median 3,281,0.15000000
median 3 random,281,0.18000000
median 9,281,0.15000000
median 9 random,281,0.18000000
dual pivot,281,0.14000000
insertion,282,123.14000000
first,282,0.15000000
random,282,0.16000000
mid,282,0.16000000
median 3,282,0.15000000
median 3 random,282,0.17000000
median 9,282,0.16000000
median 9 random,282,0.18000000
dual pivot,282,0.14000000
insertion,283,123.68000000
first,283,0.15000000
random,283,0.17000000
mid,283,0.15000000
median 3,283,0.15000000
median 3 random,283,0.18000000
median 9,283,0.15000000
median 9 random,283,0.19000000
dual pivot,283,0.13000000
insertion,284,124.09000000
first,284,0.16000000
random,284,0.16000000
mid,284,0.15000000
median 3,284,0.15000000
median 3 random,284,0.18000000
median 9,284,0.16000000
median 9 random,284,0.18000000
dual pivot,284,0.14000000
insertion,285,123.09000000
first,285,0.16000000
random,285,0.16000000
mid,285,0.15000000
median 3,285,0.16000000
median 3 random,285,0.17000000
median 9,285,0.16000000
median 9 random,285,0.18000000
dual pivot,285,0.14000000
insertion,286,122.80000000
first,286,0.16000000
random,286,0.16000000
mid,286,0.15000000
median 3,286,0.16000000
median 3 random,286,0.17000000
median 9,286,0.16000000
median 9 random,286,0.18000000
dual pivot,286,0.14000000
insertion,287,123.73000000
first,287,0.16000000
random,287,0.16000000
mid,287,0.15000000
median 3,287,0.15000000
median 3 random,287,0.18000000
median 9,287,0.16000000
median 9 random,287,0.18000000
dual pivot,287,0.13000000
insertion,288,123.54000000
first,288,0.16000000
random,288,0.16000000
mid,288,0.15000000
median 3,288,0.16000000
median 3 random,288,0.17000000
median 9,288,0.16000000
median 9 random,288,0.18000000
dual pivot,288,0.14000000
insertion,289,123.22000000
first,289,0.16000000
random,289,0.16000000
mid,289,0.15000000
median 3,289,0.16000000
median 3 random,289,0.17000000
median 9,289,0.17000000
median 9 random,289,0.21000000
dual pivot,289,0.15000000
insertion,290,123.39000000
first,290,0.15000000
random,290,0.16000000
mid,290,0.16000000
median 3,290,0.15000000
median 3 random,290,0.17000000
median 9,290,0.16000000
median 9 random,290,0.18000000
dual pivot,290,0.14000000
insertion,291,123.96000000
first,291,0.16000000
random,291,0.16000000
mid,291,0.16000000
median 3,291,0.15000000
median 3 random,291,0.17000000
median 9,291,0.16000000
median 9 random,291,0.18000000
dual pivot,291,0.14000000
insertion,292,123.17000000
first,292,0.16000000
random,292,0.16000000
mid,292,0.15000000
median 3,292,0.15000000
median 3 random,292,0.18000000
median 9,292,0.15000000
median 9 random,292,0.18000000
dual pivot,292,0.14000000
insertion,293,123.06000000
first,293,0.15000000
random,293,0.16000000
mid,293,0.15000000
median 3,293,0.15000000
median 3 random,293,0.18000000
median 9,293,0.16000000
median 9 random,293,0.18000000
dual pivot,293,0.13000000
insertion,294,123.42000000
first,294,0.15000000
random,294,0.16000000
mid,294,0.15000000
median 3,294,0.16000000
median 3 random,294,0.17000000
median 9,294,0.16000000
median 9 random,294,0.18000000
dual pivot,294,0.14000000
insertion,295,124.09000000
first,295,0.16000000
random,295,0.16000000
mid,295,0.15000000
median 3,295,0.15000000
median 3 random,295,0.18000000
median 9,295,0.15000000
median 9 random,295,0.19000000
dual pivot,295,0.13000000
insertion,296,122.73000000
first,296,0.15000000
random,296,0.16000000
mid,296,0.15000000
median 3,296,0.16000000
median 3 random,296,0.17000000
median 9,296,0.16000000
median 9 random,296,0.18000000
dual pivot,296,0.13000000
insertion,297,123.45000000
first,297,0.15000000
random,297,0.16000000
mid,297,0.15000000
median 3,297,0.16000000
median 3 random,297,0.17000000
median 9,297,0.16000000
median 9 random,297,0.18000000
dual pivot,297,0.14000000
insertion,298,123.62000000
first,298,0.16000000
random,298,0.16000000
mid,298,0.15000000
median 3,298,0.16000000
median 3 random,298,0.17000000
median 9,298,0.16000000
median 9 random,298,0.18000000
dual pivot,298,0.14000000
insertion,299,123.35000000
first,299,0.16000000
random,299,0.16000000
mid,299,0.15000000
median 3,299,0.15000000
median 3 random,299,0.18000000
median 9,299,0.15000000
median 9 random,299,0.19000000
dual pivot,299,0.13000000
insertion,300,122.01000000
first,300,0.15000000
random,300,0.16000000
mid,300,0.15000000
median 3,300,0.16000000
median 3 random,300,0.17000000
median 9,300,0.16000000
median 9 random,300,0.18000000
dual pivot,300,0.14000000
insertion,301,122.50000000
first,301,0.15000000
random,301,0.16000000
mid,301,0.15000000
median 3,301,0.16000000
median 3 random,301,0.17000000
median 9,301,0.16000000
median 9 random,301,0.18000000
dual pivot,301,0.14000000
insertion,302,123.86000000
first,302,0.15000000
random,302,0.16000000
mid,302,0.15000000
median 3,302,0.15000000
median 3 random,302,0.17000000
median 9,302,0.16000000
median 9 random,302,0.18000000
dual pivot,302,0.14000000
insertion,303,123.16000000
first,303,0.15000000
random,303,0.16000000
mid,303,0.16000000
median 3,303,0.15000000
median 3 random,303,0.18000000
median 9,303,0.15000000
median 9 random,303,0.18000000
dual pivot,303,0.14000000
insertion,304,123.84000000
first,304,0.16000000
random,304,0.17000000
mid,304,0.15000000
median 3,304,0.15000000
median 3 random,304,0.17000000
median 9,304,0.16000000
median 9 random,304,0.18000000
dual pivot,304,0.14000000
insertion,305,123.52000000
first,305,0.16000000
random,305,0.16000000
mid,305,0.15000000
median 3,305,0.15000000
median 3 random,305,0.18000000
median 9,305,0.15000000
median 9 random,305,0.18000000
dual pivot,305,0.14000000
insertion,306,123.02000000
first,306,0.16000000
random,306,0.16000000
mid,306,0.15000000
median 3,306,0.15000000
median 3 random,306,0.18000000
median 9,306,0.15000000
median 9 random,306,0.18000000
dual pivot,306,0.14000000
insertion,307,123.02000000
first,307,0.16000000
random,307,0.16000000
mid,307,0.15000000
median 3,307,0.16000000
median 3 random,307,0.17000000
median 9,307,0.16000000
median 9 random,307,0.18000000
dual pivot,307,0.14000000
insertion,308,122.31000000
first,308,0.16000000
random,308,0.16000000
mid,308,0.15000000
median 3,308,0.15000000
median 3 random,308,0.18000000
median 9,308,0.15000000
median 9 random,308,0.19000000
dual pivot,308,0.13000000
insertion,309,122.21000000
first,309,0.16000000
random,309,0.16000000
mid,309,0.15000000
median 3,309,0.15000000
median 3 random,309,0.18000000
median 9,309,0.15000000
median 9 random,309,0.19000000
dual pivot,309,0.13000000
insertion,310,123.34000000
first,310,0.16000000
random,310,0.16000000
mid,310,0.15000000
median 3,310,0.16000000
median 3 random,310,0.17000000
median 9,310,0.16000000
median 9 random,310,0.18000000
dual pivot,310,0.14000000
insertion,311,123.44000000
first,311,0.16000000
random,311,0.16000000
mid,311,0.15000000
median 3,311,0.15000000
median 3 random,311,0.18000000
median 9,311,0.15000000
median 9 random,311,0.18000000
dual pivot,311,0.14000000
insertion,312,124.40000000
first,312,0.15000000
random,312,0.17000000
mid,312,0.15000000
median 3,312,0.15000000
median 3 random,312,0.17000000
median 9,312,0.16000000
median 9 random,312,0.18000000
dual pivot,312,0.14000000
insertion,313,123.98000000
first,313,0.16000000
random,313,0.16000000
mid,313,0.15000000
median 3,313,0.15000000
median 3 random,313,0.18000000
median 9,313,0.15000000
median 9 random,313,0.18000000
dual pivot,313,0.14000000
insertion,314,122.65000000
first,314,0.16000000
random,314,0.16000000
mid,314,0.15000000
median 3,314,0.15000000
median 3 random,314,0.18000000
median 9,314,0.16000000
median 9 random,314,0.18000000
dual pivot,314,0.13000000
insertion,315,123.73000000
first,315,0.15000000
random,315,0.16000000
mid,315,0.15000000
median 3,315,0.15000000
median 3 random,315,0.17000000
median 9,315,0.16000000
median 9 random,315,0.18000000
dual pivot,315,0.14000000
insertion,316,122.91000000
first,316,0.15000000
random,316,0.16000000
mid,316,0.15000000
median 3,316,0.16000000
median 3 random,316,0.17000000
median 9,316,0.16000000
median 9 random,316,0.18000000
dual pivot,316,0.14000000
insertion,317,124.47000000
first,317,0.16000000
random,317,0.16000000
mid,317,0.15000000
median 3,317,0.15000000
median 3 random,317,0.18000000
median 9,317,0.16000000
median 9 random,317,0.18000000
dual pivot,317,0.13000000
insertion,318,123.68000000
first,318,0.16000000
random,318,0.16000000
mid,318,0.15000000
median 3,318,0.15000000
median 3 random,318,0.18000000
median 9,318,0.15000000
median 9 random,318,0.18000000
dual pivot,318,0.14000000
insertion,319,123.23000000
first,319,0.15000000
random,319,0.16000000
mid,319,0.15000000
median 3,319,0.15000000
median 3 random,319,0.18000000
median 9,319,0.16000000
median 9 random,319,0.18000000
dual pivot,319,0.13000000
insertion,320,122.78000000
first,320,0.16000000
random,320,0.16000000
mid,320,0.15000000
median 3,320,0.15000000
median 3 random,320,0.18000000
median 9,320,0.16000000
median 9 random,320,0.18000000
dual pivot,320,0.13000000
insertion,321,122.76000000
first,321,0.16000000
random,321,0.16000000
mid,321,0.15000000
median 3,321,0.16000000
median 3 random,321,0.17000000
median 9,321,0.16000000
median 9 random,321,0.18000000
dual pivot,321,0.13000000
insertion,322,122.90000000
first,322,0.16000000
random,322,0.16000000
mid,322,0.15000000
median 3,322,0.16000000
median 3 random,322,0.17000000
median 9,322,0.16000000
median 9 random,322,0.18000000
dual pivot,322,0.13000000
insertion,323,122.81000000
first,323,0.16000000
random,323,0.16000000
mid,323,0.15000000
median 3,323,0.16000000
median 3 random,323,0.17000000
median 9,323,0.16000000
median 9 random,323,0.18000000
dual pivot,323,0.14000000
insertion,324,123.98000000
first,324,0.15000000
random,324,0.17000000
mid,324,0.15000000
median 3,324,0.15000000
median 3 random,324,0.18000000
median 9,324,0.15000000
median 9 random,324,0.18000000
dual pivot,324,0.14000000
insertion,325,124.04000000
first,325,0.16000000
random,325,0.16000000
mid,325,0.15000000
median 3,325,0.15000000
median 3 random,325,0.18000000
median 9,325,0.15000000
median 9 random,325,0.19000000
dual pivot,325,0.13000000
insertion,326,123.56000000
first,326,0.16000000
random,326,0.16000000
mid,326,0.15000000
median 3,326,0.16000000
median 3 random,326,0.17000000
median 9,326,0.16000000
median 9 random,326,0.18000000
dual pivot,326,0.14000000
insertion,327,122.36000000
first,327,0.15000000
random,327,0.16000000
mid,327,0.15000000
median 3,327,0.16000000
median 3 random,327,0.17000000
median 9,327,0.16000000
median 9 random,327,0.18000000
dual pivot,327,0.14000000
insertion,328,123.11000000
first,328,0.16000000
random,328,0.16000000
mid,328,0.15000000
median 3,328,0.15000000
median 3 random,328,0.18000000
median 9,328,0.15000000
median 9 random,328,0.19000000
dual pivot,328,0.13000000
insertion,329,124.71000000
first,329,0.16000000
random,329,0.16000000
mid,329,0.15000000
median 3,329,0.15000000
median 3 random,329,0.18000000
median 9,329,0.16000000
median 9 random,329,0.18000000
dual pivot,329,0.13000000
insertion,330,123.22000000
first,330,0.16000000
random,330,0.16000000
mid,330,0.15000000
median 3,330,0.16000000
median 3 random,330,0.17000000
median 9,330,0.16000000
median 9 random,330,0.18000000
dual pivot,330,0.14000000
insertion,331,123.37000000
first,331,0.16000000
random,331,0.16000000
mid,331,0.15000000
median 3,331,0.16000000
median 3 random,331,0.17000000
median 9,331,0.16000000
median 9 random,331,0.18000000
dual pivot,331,0.14000000
insertion,332,125.38000000
first,332,0.16000000
random,332,0.16000000
mid,332,0.15000000
median 3,332,0.15000000
median 3 random,332,0.18000000
median 9,332,0.15000000
median 9 random,332,0.19000000
dual pivot,332,0.16000000
insertion,333,120.68000000
first,333,0.15000000
random,333,0.15000000
mid,333,0.15000000
median 3,333,0.14000000
median 3 random,333,0.17000000
median 9,333,0.15000000
median 9 random,333,0.17000000
dual pivot,333,0.13000000
insertion,334,120.08000000
first,334,0.15000000
random,334,0.16000000
mid,334,0.14000000
median 3,334,0.15000000
median 3 random,334,0.16000000
median 9,334,0.15000000
median 9 random,334,0.18000000
dual pivot,334,0.13000000
insertion,335,119.32000000
first,335,0.15000000
random,335,0.16000000
mid,335,0.14000000
median 3,335,0.15000000
median 3 random,335,0.16000000
median 9,335,0.15000000
median 9 random,335,0.18000000
dual pivot,335,0.13000000
insertion,336,119.79000000
first,336,0.15000000
random,336,0.15000000
mid,336,0.14000000
median 3,336,0.15000000
median 3 random,336,0.17000000
median 9,336,0.15000000
median 9 random,336,0.17000000
dual pivot,336,0.13000000
insertion,337,119.56000000
first,337,0.15000000
random,337,0.15000000
mid,337,0.14000000
median 3,337,0.15000000
median 3 random,337,0.16000000
median 9,337,0.15000000
median 9 random,337,0.18000000
dual pivot,337,0.13000000
insertion,338,120.75000000
first,338,0.15000000
random,338,0.15000000
mid,338,0.15000000
median 3,338,0.14000000
median 3 random,338,0.17000000
median 9,338,0.15000000
median 9 random,338,0.17000000
dual pivot,338,0.13000000
insertion,339,120.56000000
first,339,0.15000000
random,339,0.16000000
mid,339,0.14000000
median 3,339,0.15000000
median 3 random,339,0.16000000
median 9,339,0.15000000
median 9 random,339,0.18000000
dual pivot,339,0.13000000
insertion,340,119.69000000
first,340,0.15000000
random,340,0.15000000
mid,340,0.14000000
median 3,340,0.15000000
median 3 random,340,0.16000000
median 9,340,0.15000000
median 9 random,340,0.18000000
dual pivot,340,0.13000000
insertion,341,119.68000000
first,341,0.15000000
random,341,0.15000000
mid,341,0.14000000
median 3,341,0.15000000
median 3 random,341,0.17000000
median 9,341,0.15000000
median 9 random,341,0.17000000
dual pivot,341,0.13000000
insertion,342,119.80000000
first,342,0.15000000
random,342,0.15000000
mid,342,0.14000000
median 3,342,0.15000000
median 3 random,342,0.16000000
median 9,342,0.15000000
median 9 random,342,0.18000000
dual pivot,342,0.13000000
insertion,343,120.00000000
first,343,0.15000000
random,343,0.15000000
mid,343,0.14000000
median 3,343,0.15000000
median 3 random,343,0.17000000
median 9,343,0.15000000
median 9 random,343,0.17000000
dual pivot,343,0.13000000
insertion,344,119.53000000
first,344,0.14000000
random,344,0.16000000
mid,344,0.14000000
median 3,344,0.15000000
median 3 random,344,0.16000000
median 9,344,0.15000000
median 9 random,344,0.18000000
dual pivot,344,0.13000000
insertion,345,121.07000000
first,345,0.15000000
random,345,0.15000000
mid,345,0.15000000
median 3,345,0.14000000
median 3 random,345,0.17000000
median 9,345,0.15000000
median 9 random,345,0.17000000
dual pivot,345,0.13000000
insertion,346,119.49000000
first,346,0.15000000
random,346,0.16000000
mid,346,0.14000000
median 3,346,0.15000000
median 3 random,346,0.16000000
median 9,346,0.15000000
median 9 random,346,0.18000000
dual pivot,346,0.13000000
insertion,347,119.12000000
first,347,0.14000000
random,347,0.15000000
mid,347,0.15000000
median 3,347,0.14000000
median 3 random,347,0.17000000
median 9,347,0.15000000
median 9 random,347,0.17000000
dual pivot,347,0.13000000
insertion,348,120.15000000
first,348,0.15000000
random,348,0.16000000
mid,348,0.14000000
median 3,348,0.15000000
median 3 random,348,0.16000000
median 9,348,0.15000000
median 9 random,348,0.18000000
dual pivot,348,0.13000000
insertion,349,123.18000000
first,349,0.16000000
random,349,0.16000000
mid,349,0.15000000
median 3,349,0.15000000
median 3 random,349,0.18000000
median 9,349,0.15000000
median 9 random,349,0.18000000
dual pivot,349,0.14000000
insertion,350,123.48000000
first,350,0.16000000
random,350,0.16000000
mid,350,0.15000000
median 3,350,0.16000000
median 3 random,350,0.17000000
median 9,350,0.16000000
median 9 random,350,0.18000000
dual pivot,350,0.14000000
insertion,351,123.15000000
first,351,0.16000000
random,351,0.16000000
mid,351,0.15000000
median 3,351,0.15000000
median 3 random,351,0.18000000
median 9,351,0.16000000
median 9 random,351,0.18000000
dual pivot,351,0.13000000
insertion,352,122.64000000
first,352,0.16000000
random,352,0.16000000
mid,352,0.15000000
median 3,352,0.15000000
median 3 random,352,0.18000000
median 9,352,0.16000000
median 9 random,352,0.18000000
dual pivot,352,0.14000000
insertion,353,123.85000000
first,353,0.16000000
random,353,0.16000000
mid,353,0.15000000
median 3,353,0.15000000
median 3 random,353,0.18000000
median 9,353,0.15000000
median 9 random,353,0.18000000
dual pivot,353,0.14000000
insertion,354,123.70000000
first,354,0.15000000
random,354,0.16000000
mid,354,0.15000000
median 3,354,0.15000000
median 3 random,354,0.17000000
median 9,354,0.16000000
median 9 random,354,0.18000000
dual pivot,354,0.13000000
insertion,355,123.31000000
first,355,0.15000000
random,355,0.16000000
mid,355,0.15000000
median 3,355,0.16000000
median 3 random,355,0.17000000
median 9,355,0.16000000
median 9 random,355,0.18000000
dual pivot,355,0.14000000
insertion,356,122.28000000
first,356,0.16000000
random,356,0.16000000
mid,356,0.15000000
median 3,356,0.16000000
median 3 random,356,0.17000000
median 9,356,0.16000000
median 9 random,356,0.18000000
dual pivot,356,0.14000000
insertion,357,122.83000000
first,357,0.15000000
random,357,0.17000000
mid,357,0.15000000
median 3,357,0.15000000
median 3 random,357,0.17000000
median 9,357,0.16000000
median 9 random,357,0.18000000
dual pivot,357,0.14000000
insertion,358,122.91000000
first,358,0.16000000
random,358,0.16000000
mid,358,0.15000000
median 3,358,0.15000000
median 3 random,358,0.18000000
median 9,358,0.16000000
median 9 random,358,0.18000000
dual pivot,358,0.13000000
insertion,359,122.14000000
first,359,0.16000000
random,359,0.16000000
mid,359,0.15000000
median 3,359,0.16000000
median 3 random,359,0.17000000
median 9,359,0.16000000
median 9 random,359,0.18000000
dual pivot,359,0.14000000
insertion,360,123.40000000
first,360,0.15000000
random,360,0.16000000
mid,360,0.15000000
median 3,360,0.16000000
median 3 random,360,0.17000000
median 9,360,0.16000000
median 9 random,360,0.18000000
dual pivot,360,0.14000000
insertion,361,123.34000000
first,361,0.16000000
random,361,0.16000000
mid,361,0.15000000
median 3,361,0.16000000
median 3 random,361,0.17000000
median 9,361,0.16000000
median 9 random,361,0.18000000
dual pivot,361,0.14000000
insertion,362,123.75000000
first,362,0.16000000
random,362,0.16000000
mid,362,0.15000000
median 3,362,0.15000000
median 3 random,362,0.18000000
median 9,362,0.15000000
median 9 random,362,0.19000000
dual pivot,362,0.13000000
insertion,363,123.80000000
first,363,0.16000000
random,363,0.16000000
mid,363,0.15000000
median 3,363,0.15000000
median 3 random,363,0.17000000
median 9,363,0.16000000
median 9 random,363,0.18000000
dual pivot,363,0.14000000
insertion,364,122.46000000
first,364,0.16000000
random,364,0.16000000
mid,364,0.15000000
median 3,364,0.15000000
median 3 random,364,0.18000000
median 9,364,0.16000000
median 9 random,364,0.18000000
dual pivot,364,0.13000000
insertion,365,122.57000000
first,365,0.16000000
random,365,0.16000000
mid,365,0.15000000
median 3,365,0.15000000
median 3 random,365,0.18000000
median 9,365,0.15000000
median 9 random,365,0.18000000
dual pivot,365,0.14000000
insertion,366,122.72000000
first,366,0.16000000
random,366,0.16000000
mid,366,0.15000000
median 3,366,0.15000000
median 3 random,366,0.18000000
median 9,366,0.15000000
median 9 random,366,0.19000000
dual pivot,366,0.13000000
insertion,367,123.73000000
first,367,0.16000000
random,367,0.16000000
mid,367,0.15000000
median 3,367,0.16000000
median 3 random,367,0.17000000
median 9,367,0.16000000
median 9 random,367,0.18000000
dual pivot,367,0.14000000
insertion,368,123.27000000
first,368,0.15000000
random,368,0.16000000
mid,368,0.16000000
median 3,368,0.15000000
median 3 random,368,0.17000000
median 9,368,0.16000000
median 9 random,368,0.18000000
dual pivot,368,0.14000000
insertion,369,124.23000000
first,369,0.15000000
random,369,0.16000000
mid,369,0.16000000
median 3,369,0.15000000
median 3 random,369,0.17000000
median 9,369,0.16000000
median 9 random,369,0.18000000
dual pivot,369,0.14000000
insertion,370,123.56000000
first,370,0.16000000
random,370,0.16000000
mid,370,0.15000000
median 3,370,0.15000000
median 3 random,370,0.18000000
median 9,370,0.16000000
median 9 random,370,0.18000000
dual pivot,370,0.13000000
insertion,371,124.03000000
first,371,0.16000000
random,371,0.16000000
mid,371,0.15000000
median 3,371,0.15000000
median 3 random,371,0.18000000
median 9,371,0.16000000
median 9 random,371,0.18000000
dual pivot,371,0.13000000
insertion,372,123.03000000
first,372,0.16000000
random,372,0.16000000
mid,372,0.15000000
median 3,372,0.15000000
median 3 random,372,0.18000000
median 9,372,0.16000000
median 9 random,372,0.18000000
dual pivot,372,0.13000000
insertion,373,123.02000000
first,373,0.16000000
random,373,0.16000000
mid,373,0.15000000
median 3,373,0.16000000
median 3 random,373,0.17000000
median 9,373,0.16000000
median 9 random,373,0.18000000
dual pivot,373,0.14000000
insertion,374,122.29000000
first,374,0.16000000
random,374,0.16000000
mid,374,0.15000000
median 3,374,0.15000000
median 3 random,374,0.18000000
median 9,374,0.16000000
median 9 random,374,0.18000000
dual pivot,374,0.13000000
insertion,375,122.50000000
first,375,0.16000000
random,375,0.16000000
mid,375,0.15000000
median 3,375,0.15000000
median 3 random,375,0.17000000
median 9,375,0.16000000
median 9 random,375,0.18000000
dual pivot,375,0.14000000
insertion,376,123.58000000
first,376,0.15000000
random,376,0.16000000
mid,376,0.15000000
median 3,376,0.16000000
median 3 random,376,0.17000000
median 9,376,0.16000000
median 9 random,376,0.18000000
dual pivot,376,0.14000000
insertion,377,123.67000000
first,377,0.16000000
random,377,0.16000000
mid,377,0.15000000
median 3,377,0.15000000
median 3 random,377,0.18000000
median 9,377,0.15000000
median 9 random,377,0.19000000
dual pivot,377,0.13000000
insertion,378,122.48000000
first,378,0.15000000
random,378,0.16000000
mid,378,0.16000000
median 3,378,0.15000000
median 3 random,378,0.18000000
median 9,378,0.15000000
median 9 random,378,0.18000000
dual pivot,378,0.14000000
insertion,379,122.29000000
first,379,0.15000000
random,379,0.15000000
mid,379,0.14000000
median 3,379,0.15000000
median 3 random,379,0.16000000
median 9,379,0.15000000
median 9 random,379,0.18000000
dual pivot,379,0.13000000
insertion,380,119.86000000
first,380,0.15000000
random,380,0.15000000
mid,380,0.15000000
median 3,380,0.14000000
median 3 random,380,0.17000000
median 9,380,0.15000000
median 9 random,380,0.17000000
dual pivot,380,0.14000000
insertion,381,123.18000000
first,381,0.19000000
random,381,0.17000000
mid,381,0.15000000
median 3,381,0.15000000
median 3 random,381,0.18000000
median 9,381,0.16000000
median 9 random,381,0.18000000
dual pivot,381,0.13000000
insertion,382,122.96000000
first,382,0.16000000
random,382,0.16000000
mid,382,0.15000000
median 3,382,0.16000000
median 3 random,382,0.17000000
median 9,382,0.16000000
median 9 random,382,0.18000000
dual pivot,382,0.14000000
insertion,383,122.31000000
first,383,0.15000000
random,383,0.17000000
mid,383,0.15000000
median 3,383,0.15000000
median 3 random,383,0.17000000
median 9,383,0.16000000
median 9 random,383,0.18000000
dual pivot,383,0.14000000
insertion,384,124.39000000
first,384,0.15000000
random,384,0.16000000
mid,384,0.16000000
median 3,384,0.15000000
median 3 random,384,0.17000000
median 9,384,0.16000000
median 9 random,384,0.18000000
dual pivot,384,0.14000000
insertion,385,123.86000000
first,385,0.15000000
random,385,0.16000000
mid,385,0.15000000
median 3,385,0.16000000
median 3 random,385,0.17000000
median 9,385,0.16000000
median 9 random,385,0.18000000
dual pivot,385,0.14000000
insertion,386,122.77000000
first,386,0.15000000
random,386,0.17000000
mid,386,0.15000000
median 3,386,0.15000000
median 3 random,386,0.17000000
median 9,386,0.16000000
median 9 random,386,0.18000000
dual pivot,386,0.14000000
insertion,387,123.59000000
first,387,0.16000000
random,387,0.16000000
mid,387,0.15000000
median 3,387,0.16000000
median 3 random,387,0.17000000
median 9,387,0.16000000
median 9 random,387,0.18000000
dual pivot,387,0.13000000
insertion,388,122.96000000
first,388,0.16000000
random,388,0.16000000
mid,388,0.15000000
median 3,388,0.15000000
median 3 random,388,0.18000000
median 9,388,0.16000000
median 9 random,388,0.18000000
dual pivot,388,0.14000000
insertion,389,124.02000000
first,389,0.15000000
random,389,0.16000000
mid,389,0.16000000
median 3,389,0.15000000
median 3 random,389,0.17000000
median 9,389,0.16000000
median 9 random,389,0.18000000
dual pivot,389,0.14000000
insertion,390,123.49000000
first,390,0.16000000
random,390,0.16000000
mid,390,0.15000000
median 3,390,0.15000000
median 3 random,390,0.17000000
median 9,390,0.16000000
